"Town","FIPS","Year","Grade","Race","SubsidizedMealEligibility","LanguageTrack","Disability","MeasureType","Variable","Value"
"New Britain","0900350440",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",18.27
"New Canaan","0900150580",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",4.19
"New Fairfield","0900150860",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",6.02
"New Hartford","0900551350",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",4.23
"New Haven","0900952070",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",12.09
"New London","0901152350",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",21.27
"New Milford","0900552630",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",9.12
"Newington","0900352140",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",2.88
"Newtown","0900152980",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",4.92
"North Branford","0900953890",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",14
"North Canaan","0900554030",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",15.21
"North Haven","0900954870",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",9.5
"North Stonington","0901155500",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",11.2
"Norwalk","0900156060",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",9.78
"Norwich","0901156270",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",11.62
"Old Lyme","0901157040",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",4.44
"Old Saybrook","0900757320",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",16.17
"Orange","0900957600",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",4.4
"Oxford","0900958300",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",7.79
"Plainfield","0901559980",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",11.84
"Plainville","0900360120",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",10.23
"Plymouth","0900560750",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",9.19
"Portland","0900761800",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",5.46
"Preston","0901162150",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",8.91
"Prospect","0900962290",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",6.99
"Putnam","0901562710",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",12.89
"Redding","0900163480",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",4.97
"Ridgefield","0900163970",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",6.57
"Rocky Hill","0900365370",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",6.48
"Roxbury","0900565930",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",10.69
"Seymour","0900967610",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",10.95
"Shelton","0900168170",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",12.4
"Sherman","0900168310",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",7.36
"Simsbury","0900368940",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",5.79
"Somers","0901369220",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",12.83
"South Windsor","0900371390",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",4.79
"Southbury","0900969640",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",5.76
"Southington","0900370550",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",6.37
"Stafford","0901372090",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",7
"Stamford","0900173070",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",10.65
"Stonington","0901173770",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",6.19
"Stratford","0900174190",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",12.18
"Suffield","0900374540",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",4.9
"Thomaston","0900575730",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",6.06
"Thompson","0901575870",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",8.38
"Tolland","0901376290",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",4.77
"Torrington","0900576570",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",14.11
"Trumbull","0900177200",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",4.09
"Vernon","0901378250",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",6.39
"Voluntown","0901178600",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",8.64
"Wallingford","0900978740",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",9.45
"Warren","0900579510",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",5.76
"Washington","0900579720",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",10.69
"Waterbury","0900980070",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",15.24
"Waterford","0901180280",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",7.26
"Watertown","0900580490",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",9.91
"West Hartford","0900382590",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",4.21
"West Haven","0900982870",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",16.59
"Westbrook","0900781680",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",6.93
"Weston","0900183430",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",13.33
"Westport","0900183500",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",2.24
"Wethersfield","0900384900",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",7.75
"Wilton","0900186370",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",17.44
"Winchester","0900586440",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",4.82
"Windham","0901586790",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",14.17
"Windsor","0900387000",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",8.58
"Windsor Locks","0900387070",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",9.25
"Wolcott","0900987560",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",2.59
"Woodbridge","0900987700",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",5.42
"Woodbury","0900587910",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",4.23
"Woodstock","0901588190",2013,NA,"White",NA,NA,NA,"Percent","Students Chronically Absent",4.63
"Ansonia","0900901220",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",19.5
"Avon","0900302060",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",6.98
"Beacon Falls","0900903250",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",11.16
"Berlin","0900304300",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",14.71
"Bethel","0900104720",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",15.58
"Bloomfield","0900305910",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",14.93
"Branford","0900907310",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",13.58
"Bridgeport","0900108070",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",28.83
"Bristol","0900308490",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",19.32
"Brookfield","0900108980",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",8.36
"Burlington","0900310100",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",8.51
"Cheshire","0900914160",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",14.35
"Clinton","0900715350",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",18.41
"Colchester","0901115910",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",5.95
"Connecticut","09",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",18.69
"Coventry","0901317800",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",17.65
"Danbury","0900118500",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",19.24
"Darien","0900118850",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",5.51
"Derby","0900919550",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",20.78
"Durham","0900720810",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",11.23
"East Haddam","0900722280",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",15.58
"East Hartford","0900322630",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",14.27
"East Haven","0900922910",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",32.74
"East Lyme","0901123400",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",13.62
"East Windsor","0900324800",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",18.9
"Ellington","0901325360",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",10.22
"Enfield","0900325990",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",19.68
"Fairfield","0900126620",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",8.66
"Farmington","0900327600",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",11.65
"Glastonbury","0900331240",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",8.74
"Greenwich","0900133620",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",10.32
"Griswold","0901133900",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",19.41
"Groton","0901134250",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",21.61
"Guilford","0900934950",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",17.29
"Haddam","0900735230",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",9.32
"Hamden","0900935650",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",18.58
"Hartford","0900337070",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",38.14
"Harwinton","0900537280",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",8.51
"Killingly","0901540500",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",21.45
"Killingworth","0900740710",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",9.32
"Ledyard","0901142600",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",11.11
"Madison","0900944560",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",7.14
"Manchester","0900344700",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",26.55
"Meriden","0900946520",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",22.88
"Middlebury","0900946940",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",11.18
"Middlefield","0900747080",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",11.23
"Middletown","0900747360",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",17.15
"Milford","0900947535",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",18.01
"Monroe","0900148620",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",8.13
"Montville","0901148900",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",17.6
"Naugatuck","0900949950",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",19.57
"New Britain","0900350440",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",33.09
"New Canaan","0900150580",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",9.21
"New Fairfield","0900150860",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",16.97
"New Haven","0900952070",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",28.45
"New London","0901152350",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",36.75
"New Milford","0900552630",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",19.9
"Newington","0900352140",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",10.7
"Newtown","0900152980",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",7.56
"North Branford","0900953890",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",18.87
"North Haven","0900954870",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",15.2
"Norwalk","0900156060",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",18.59
"Norwich","0901156270",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",24.26
"Old Saybrook","0900757320",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",15.43
"Plainfield","0901559980",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",25.33
"Plainville","0900360120",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",17.01
"Plymouth","0900560750",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",18.36
"Prospect","0900962290",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",11.16
"Putnam","0901562710",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",17.83
"Ridgefield","0900163970",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",10.15
"Rocky Hill","0900365370",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",17.31
"Seymour","0900967610",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",11.4
"Shelton","0900168170",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",11.45
"Simsbury","0900368940",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",9.03
"Somers","0901369220",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",17.81
"South Windsor","0900371390",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",23.47
"Southbury","0900969640",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",11.18
"Southington","0900370550",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",14.23
"Stamford","0900173070",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",15.11
"Stonington","0901173770",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",22.31
"Stratford","0900174190",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",16.01
"Suffield","0900374540",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",11.34
"Tolland","0901376290",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",7.89
"Torrington","0900576570",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",19.7
"Trumbull","0900177200",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",8.85
"Vernon","0901378250",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",21.01
"Wallingford","0900978740",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",19.78
"Waterbury","0900980070",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",27.89
"Waterford","0901180280",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",12.46
"Watertown","0900580490",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",20.51
"West Hartford","0900382590",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",10.99
"West Haven","0900982870",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",18.57
"Westport","0900183500",2012,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",4.26
